Song No.,1.Meter,2.No of beats,3.Beat sub-division ,4. No. of sub-beats,5.Syncopation,6.Motivic redundancy ,7.Durational variability ,8.Tonality,9. Mode,10.No. of scale degrees ,11.Hemitonicity ,12.Maximum interval size ,13.Melodic range ,14.Melodic contour ,15.Melisma ,16.Vocables,17. Number of vocal parts ,18.Rhythmic texture ,19.Harmonic interval ,20.Relative contour ,21.Phrase repetition ,22.Phrase length,23.Phrase symmetry,24.Solo/group arrangement ,25.Responsorial relationship ,26. Phrase overlap,(Cantometrics#)5. Tonal blend,6. Rhythmic blend,23. Embellishment,24. Tempo,25. Volume,26. Rubato,28. Glissando,30. Tremolo,31. Glottal shake,32. Register,33.  Vocal width,34. Nasality,35. Rasp,36. Accent,37. Enunciation,CantoCore ID No.,Other comment,Population Name,Recording source,Album Name,Track No.,Song name,Cantogroup,MDS coordinate dimension 1,MDS coordinate dimension 2
591,d,a,c,b,0,1,0,e,a,0.5,0,1,0.5,fe,0,1,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.5,1,1,1,0.5,0.5,0.333333333,0.75,0.25,0.25,0.5,2107,Josef Mikkel Sara,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,37,Josef Mikkel Sara,yellow,-0.119234555,-0.001420947
592,d,a,c,b,0,1,0,e,a,0,0,0.5,0,fb,0,0.5,0,,,,1,0,0.5,a,a,,,,0.75,0.8,0.5,0.666666667,0.666666667,0.5,1,0.75,0.333333333,0.75,0.5,0.5,0.5,2208,Johan Goup,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,38,Johan Goup,yellow,-0.112286151,0.079089734
593,bd,a,c,b,0,1,0,e,a,0.5,0,1,0.5,fe,0,1,0,,,,1,1,0,a,a,,,,0.5,0.6,0.25,0.666666667,0.666666667,1,0.5,0.5,0.666666667,0.5,0.5,0.25,0.5,2175,Johan Hendrik Johan Kemi,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,41,Johan Hendrik Johan Kemi,yellow,-0.062133826,0.002673576
594,db,a,c,a,0,1,0,e,a,0,0,1,0.5,f,0,0,0,,,,1,1,0.5,a,a,,,,0.5,0.8,0.5,0.666666667,0.666666667,1,0.5,0.5,0.333333333,0.5,0.25,0.25,0.5,2112,Mikkel Eira,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,43,Mikkel Eira,yellow,-0.053141436,0.012987034
595,b,,,,,1,0.5,e,a,0.5,0,1,0.5,fe,0,1,0,,,,1,1,0,a,a,,,,0.75,0.8,0.5,0.666666667,1,1,1,0.25,0.333333333,0.75,0.75,0.25,0.5,2032,Marit Johan Kemi,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,48,Marit Johan Kemi,yellow,-0.016234434,0.022937748
596,b,,,,,0.5,0,e,e,0.5,0,1,1,f,0,0.5,0,,,,0.5,1,0.5,a,a,,,,0.75,0.8,0.5,1,1,1,1,0.5,0.333333333,0.5,0.5,0.25,0.5,2148,Nils N. Eira,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,49,Nils N. Eira,green,0.034801691,-0.000926553
597,d,a,c,b,0,1,0.5,e,e,0.5,0,1,0.5,fe,0,0.5,0,,,,1,0,0,a,a,,,,0.5,0.8,0.25,1,0.666666667,0,0.5,0.5,0.333333333,0.5,0.5,0.25,0.5,2156,Inga Goup,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,51,Inga Goup,yellow,-0.104054119,-0.02124887
598,d,a,c,b,0,1,0.5,e,e,0,0,1,1,e,0,0.5,0,,,,0.5,0.5,0,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.25,0.5,2203,Johan Goup,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,55,Johan Goup,yellow,-0.08663935,0.004855326
599,d,a,c,a,0,1,0,e,a,0.5,0,1,1,f,0,1,0,,,,1,0,0,d,a,,0.5,0.8,0.75,0.8,0.5,1,0.666666667,1,0.5,0.5,0.333333333,0.5,0.25,0.25,0.5,2075,John Johnsen,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,56,John Johnsen,red,-0.192065012,-0.064585298
600,db,a,c,b,0,0.5,0.5,e,a,0.5,0,1,1,f,0,1,0,,,,0.5,0.5,0,db,a,,0.5,0.6,0.75,0.6,0.5,1,0.666666667,1,0.5,0.25,0.333333333,0.5,0.5,0.5,0.5,2196,Ellen Klemet Buljo,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,57,Ellen Klemet Buljo,blue,-0.046555994,-0.062067489
601,d,a,c,a,0,1,0,e,e,0.5,0,1,0.5,ef,0,1,0,,,,1,0,0,d,a,,0.5,0.6,0.75,0.6,0.25,1,0.666666667,1,0.5,0.5,0.333333333,0.5,0.5,0.5,0.5,2035,Mathis Goup,Saami,Laade (1956),Lappish Joik Songs from Northern Norway,58,Mathis Goup,red,-0.187074796,-0.061412761
602,bc,,,,,0.5,0.5,e,e,0.5,0,0.5,0.5,fe,0,0.5,0,,,,0.5,0.5,0.5,ab,a,,,,0.75,0.6,0.75,0.666666667,0.666666667,1,1,0.5,0.333333333,0.5,0.25,0.5,0.5,2141,Song Of Drum Dances (Pisit) : Three Pisiit Linked Together,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,2,Song Of Drum Dances (Pisiit) : Three Pisiit Linked Together,green,0.039462537,0.006090495
603,b,,,,,0.5,0,e,a,0.5,0,0.5,0.5,ad,0,0.5,0,,,,0.5,1,0.5,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.75,0.5,2071,Song Of Drum Dances (Pisit) : Pisiit,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,3,Song Of Drum Dances (Pisiit) : Pisiit,green,0.052944615,0.064464234
604,b,,,,,0.5,0,e,d,1,0.5,0.5,0.5,ea,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.75,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.75,0.5,2050,Song Of Drum Dances (Pisit) : Iviati (Tournament Song),"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,6,Song Of Drum Dances (Pisiit) : Iviati (Tournament Song),green,0.041132306,0.08328713
605,b,,,,,0.5,0,e,a,0.5,0,1,0.5,ea,0,0.5,0,,,,0.5,1,0.5,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,2215,"Drum Dance Songs In Historical Perspective, Old Songs : Pisiit One","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,8,"Drum Dance Songs In Historical Perspective, Old Songs : Pisiit One",green,0.044989056,0.074399671
606,ab,,,,,0,1,ea,e,0.5,0,0.5,0.5,d,0,0.5,0,,,,1,0,0.5,a,a,,,,0.75,0.6,0.75,0.333333333,0.333333333,1,1,0.75,0.333333333,0.25,0.25,0.5,0.5,2083,"Drum Dance Songs In Historical Perspective, Old Songs : Pisiit Two","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,9,"Drum Dance Songs In Historical Perspective, Old Songs : Pisiit Two",green,0.059105608,0.100139484
607,db,a,c,a,0,1,0,e,d,0.5,0,1,0.5,e,0,0,0,,,,0.5,0,0.5,a,a,,,,0.75,0.4,0.75,0.333333333,0.333333333,1,1,0.75,0.333333333,0.25,0.25,0.75,0.5,2087,Two Popular Songs In The Iglulik Area : Pisiq,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,12,Two Popular Songs In The Iglulik Area : Pisiq,yellow,-0.053213363,0.034108497
608,ab,,,,,1,0,ea,a,1,0,1,1,ef,0,1,0,,,,1,1,1,a,a,,,,1,1,1,1,1,1,1,1,0,1,0.25,1,1,2027,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq One,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,17,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq One,yellow,-0.004086868,0.051727757
609,bd,a,c,a,0,1,0.5,ea,a,0.5,0,0.5,0.5,fc,0,1,0,,,,1,0,0,a,a,,,,0.75,0.4,0.75,0.666666667,0.333333333,1,1,0.75,0.333333333,0.25,0.25,0.5,0.75,2180,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq Two,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,18,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq Two,yellow,-0.112559166,0.044878583
610,b,,,,,1,0,e,d,0.5,0,0.5,0.5,fb,0,0.5,0,,,,1,0,0.5,a,a,,,,1,0.6,0.5,0.333333333,1,1,1,0.5,0.333333333,0.5,0.5,0.5,0.5,2054,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,19,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq,yellow,-0.023491939,0.068519687
611,a,,,,,0.5,1,e,d,0.5,0,1,0.5,e,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.75,,0.666666667,1,1,0.5,0.333333333,0.5,0.25,0.75,0.75,2157,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,21,Shaman Songs (Sakausiq) The Shaman And The Spirits : Sakausiq,green,0.092439019,0.048195227
612,ba,,,,,0.5,0.5,e,e,0.5,0,0.5,0.5,ec,0,0,0,,,,1,0,0,a,a,,,,1,0.4,0.75,0.333333333,1,1,1,0.75,0.333333333,0.5,0.25,0.5,0.75,2088,Curing Songs : Sakausiit One,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,22,Curing Songs : Sakausiit One,green,0.004410952,0.07719165
613,db,a,c,a,0,0.5,0.5,e,e,0.5,0,1,1,fd,0,0.5,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,2201,Curing Songs : Sakausiq,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,24,Curing Songs : Sakausiq,yellow,-0.062409634,-0.00657916
614,ab,,,,,0,0.5,e,a,0.5,0,0.5,0,ea,0,1,0,,,,0,0.5,0.5,a,a,,,,0.75,0.4,0.75,0.333333333,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.75,0.75,2126,Curing Songs : Sakausiq,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,25,Curing Songs : Sakausiq,green,0.088569296,0.138762461
615,a,,,,,0,1,ea,a,0.5,0,1,0.5,fe,0,0,0,,,,0,1,0.5,a,a,,,,0.75,,0.75,,1,1,1,0.75,0.333333333,0.75,0.25,0.75,0.5,2051,Curing Songs : Sakausiq,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,26,Curing Songs : Sakausiq,green,0.150861144,0.054550025
616,b,,,,,0.5,0.5,e,d,0.5,0,0.5,0.5,fe,0,1,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.75,0.333333333,0.666666667,1,1,0.75,0.333333333,0.25,0.25,0.75,0.75,2063,Shamanishc Visions : Sakausiq,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,29,Shamanishc Visions : Sakausiq,green,0.068684388,0.064682985
617,b,,,,,0,0,e,a,0.5,0,0.5,0.5,af,0,0,0,,,,0.5,0.5,0.5,a,a,,,,1,0.4,0.5,0.333333333,0.666666667,1,1,0.5,0.333333333,0.5,0.25,0.75,0.5,2081,"Songs About The Personal Experience Of The Shaman : Joshua Qumangapik, Singer","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,32,"Songs About The Personal Experience Of The Shaman : Joshua Qumangapik, Singer",green,0.060278556,0.090991084
618,ba,,,,,0.5,0.5,e,e,0.5,0,1,1,fe,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.75,0.333333333,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.75,0.5,2150,"Songs About The Personal Experience Of The Shaman : Nutararjuk, Composer","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,35,"Songs About The Personal Experience Of The Shaman : Nutararjuk, Composer",green,0.08998735,0.026732095
619,b,,,,,0.5,0.5,e,d,0.5,0.5,0.5,0.5,ae,0,0,0,,,,0,0.5,0.5,a,a,,,,0.75,0.4,0.75,0.333333333,0.666666667,1,1,0.5,0.333333333,0.5,0.25,0.5,0.75,2206,Lullabies And Aquqsiit : Lullaby,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,36,Lullabies And Aquqsiit : Lullaby,green,0.08287298,0.089822685
620,db,a,c,b,0,1,0.5,e,d,0.5,0,0.5,0,ae,0,0.5,0,,,,1,0,0,a,a,,,,1,0.6,0.75,0.666666667,0.333333333,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,2084,Lullabies And Aquqsiit : Lullaby,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,37,Lullabies And Aquqsiit : Lullaby,yellow,-0.095961197,0.086230148
621,b,,,,,0.5,0.5,e,e,0.5,0,0.5,0.5,fa,0,0.5,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.75,0.333333333,0.666666667,1,1,0.75,0.333333333,0.25,0.25,0.5,0.5,2230,Lullabies And Aquqsiit : Three Aqausiit,"Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,39,Lullabies And Aquqsiit : Three Aqausiit,green,0.008539217,0.066901965
622,b,,,,,0.5,0.5,ea,d,0.5,0,0.5,0.5,ac,0,0.5,0,,,,0.5,0,0.5,d,a,,0.5,0.4,0.75,0.6,0.75,0.666666667,0.666666667,1,1,0.75,0,0.25,0.25,0.75,0.5,2033,"Games Songs ""Inngiusirq"" : Hide And Seek Song ""Qurtartak""","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,40,"Games Songs ""Inngiusirq"" : Hide And Seek Song ""Qurtartak""",green,0.018310859,0.058517986
623,b,,,,,1,0,ea,a,0,0,0.5,0,ec,0,0,0,,,,1,0.5,0,a,a,,,,0.75,0.4,0.75,0.666666667,0.333333333,1,1,0.5,0.333333333,0.25,0.25,0.5,0.5,2068,"Games Songs ""Inngiusirq"" : String Game Song ""Ajarasiq""","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,41,"Games Songs ""Inngiusirq"" : String Game Song ""Ajarasiq""",yellow,-0.050022026,0.142372824
624,db,a,c,a,0,1,0,e,d,0.5,0,0.5,0.5,ae,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.25,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,1654,"Games Songs ""Inngiusirq"" : Juggling Song ""Iglukitearuti""","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,42,"Games Songs ""Inngiusirq"" : Juggling Song ""Iglukitearuti""",yellow,-0.051818054,0.037212118
625,db,a,c,a,0,1,0,e,e,0,0,0.5,0,ae,0,0.5,0,,,,1,0,0,a,a,,,,0.75,0.6,0.75,0.666666667,1,1,1,0.75,0.333333333,0.5,0.25,0.5,0.5,2197,"Games Songs ""Inngiusirq"" : Tivejuq","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,43,"Games Songs ""Inngiusirq"" : Tivejuq",yellow,-0.144011647,0.080002535
626,b,,,,,0.5,0.5,a,,,,0,0,ac,0,1,0.5,b,,b,0.5,0,0.5,ca,b,1,0.25,0.4,0.75,0.6,0.75,0.333333333,0.333333333,1,1,1,0,0.5,0.25,0.25,0.75,2064,"Vocal And Throat-Games ""Pirkusirartup"" : Qatipartaq","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,45,"Vocal And Throat-Games ""Pirkusirartup"" : Qatipartaq",green,-0.040431787,0.171298601
627,d,a,c,a,0,1,0,a,,,,0,0,af,0,1,0,,,,1,0,0,a,a,,0.5,0.6,0.75,0.6,0.5,1,0.333333333,1,1,1,0,0.75,0,0.25,1,2131,"Vocal And Throat-Games ""Pirkusirartup"" : Qiarpalik, The Same","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,47,"Vocal And Throat-Games ""Pirkusirartup"" : Qiarpalik, The Same",red,-0.267261858,0.122118281
628,b,,,,,1,0,a,,,,0,0,a,0,0.5,0,,,,0.5,0,0,d,a,,0.25,0.4,0.5,0.8,0.75,0.666666667,0.333333333,1,0.5,1,0,0.25,0,0.25,0.5,2169,"Vocal And Throat-Games ""Pirkusirartup"" : Quananau, The Same","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,48,"Vocal And Throat-Games ""Pirkusirartup"" : Quananau, The Same",yellow,-0.111011322,0.167679542
629,cb,,,,,0,0.5,a,,,,0,0,a,0,1,1,a,,b,0,0,0,d,c,1,0.25,0.2,0.5,0.6,0.5,0.333333333,0,1,1,1,0,0.75,0,0.25,1,2129,"Vocal And Throat-Games ""Pirkusirartup"" : Huangaahaaq, The Same","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,49,"Vocal And Throat-Games ""Pirkusirartup"" : Huangaahaaq, The Same",yellow,-0.120676717,0.236787034
630,d,a,c,a,0,1,0,e,d,0,0,0,0,e,0,0,0,,,,1,0,0,a,a,,,,1,0.4,0.75,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.5,0.75,0.5,2041,"Story Songs : From ""The Grand-Mother And The Son""","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,52,"Story Songs : From ""The Grand-Mother And The Son""",yellow,-0.149544255,0.080250487
631,bd,a,c,a,0,0.5,0,e,a,0,0,0,0,c,0,0,0,,,,1,0,0.5,a,a,,,,0.75,0.4,0.75,0.333333333,0.666666667,1,1,0.25,0.333333333,0.5,0.25,0.75,0.5,2232,"Story Songs : From ""The Whale, The Sea Scorpion, And The Eagle That Married Human Wives""","Inuit (Iglulik, Canada)",Nattiez and Conlon (1993),Songs of the Inuit Iglulik,53,"Story Songs : From ""The Whale, The Sea Scorpion, And The Eagle That Married Human Wives""",yellow,-0.06786524,0.096435479
632,b,,,,,0.5,1,e,a,0,0,0.5,0,ce,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.25,0.333333333,0.333333333,1,1,0.5,0.666666667,0.5,0.5,0.75,0.75,2273,East Greenland: Hendrik Singerd_t,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,1,Entertaining song,green,0.076676506,0.123584422
633,db,b,b,,,0.5,1,e,e,0.5,0,0.5,0,cf,0,1,0,,,,0.5,0,0.5,d,a,,0.75,0.6,0.5,0.6,0.25,0.666666667,0.333333333,1,1,0.5,0.666666667,0.75,0.75,0.75,0.75,2042,East Greenland : Lauritz Ning_van,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,2,Duel-song,green,0.005250657,0.055358155
634,ab,,,,,0.5,0.5,ea,d,0.5,0.5,0.5,0,c,0,1,0.5,a,,b,1,0.5,0.5,a,a,,,,0.75,0.4,0.5,0.333333333,0.333333333,1,1,0.5,0.666666667,0.75,0.75,0.75,0.75,2303,East Greenland : Vilhelm K_itse,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,3,Uaajeerneq-song,green,0.030831736,0.167191444
635,a,,,,,0.5,1,e,d,0.5,1,0.5,0,ef,0,1,0,,,,1,0.5,0,a,a,,,,0.75,0.6,0.5,,0.333333333,1,1,0.5,0.333333333,0.5,0.5,0.5,0.75,2122,East Greenland : K'iwingat_k',Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,4,Duel-song,green,0.018367154,0.081870714
636,a,,,,,0,0.5,e,e,0.5,0,0.5,0,e,0.5,0.5,0,,,,0.5,0,0.5,a,a,,,,0.5,0.6,0.5,,0.333333333,1,1,0.75,0.333333333,0.25,0.25,0.75,0.75,2219,East Greenland : Ajukut_k',Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,5,Kayak-song,green,0.074625986,0.078624742
637,ab,,,,,0,1,e,e,0.5,0,0.5,0.5,c,0,1,0,,,,1,0.5,0.5,db,a,,,,0.75,0.4,0.5,0.333333333,0.333333333,1,1,0.5,0.666666667,0.5,0.5,0.75,0.75,2307,East Greenland : Rasmus Maratse,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,6,Uaajeerneq-song,green,0.06704188,0.05954079
638,ba,,,,,0.5,0.5,e,e,0.5,0,0.5,0.5,ef,0,1,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.5,0.333333333,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.5,0.75,2179,East Greenland : Alek'_jik,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,7,Entertaining song,green,0.060544017,0.043996688
639,a,,,,,0.5,1,e,e,0.5,0,0.5,0.5,cf,0,1,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.5,,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.5,0.75,2221,East Greenland : Kunnak,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,8,Uaajeerneq-song,green,0.061568554,0.038030086
640,ba,,,,,0,1,ea,a,0,0,0.5,0,ba,0,0.5,0,,,,1,0.5,0.5,a,a,,,,0.75,0.8,0.5,0.333333333,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.5,0.25,2060,East Greenland : Olga Maratse,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,9,Lullaby,green,0.068735745,0.143692524
641,ab,,,,,0.5,0.5,ea,d,0,0,0.5,0,fe,0,0.5,0,,,,0,0,0.5,a,a,,,,1,0.6,0.5,0.333333333,0.333333333,1,1,0.5,0.333333333,0.5,0.5,0.5,0.5,2283,East Greenland : K'iwingat_k',Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,10,Charm-song,green,0.047441492,0.138698626
642,ab,,,,,0.5,0.5,a,,,,0.5,1,f,0,0.5,0,,,,0,0,0.5,a,a,,,,0.75,0.8,0.5,0.333333333,0,1,0.5,0.25,0,0.25,0.25,0.25,0.25,2097,East Greenland : Karla Mathiasen,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,11,Charm-songs,green,0.09055186,0.086675677
643,db,a,c,a,0,1,0.5,e,e,0,0,0.5,0,fd,0,0,0,,,,0.5,0.5,0.5,d,a,,0.75,0.8,1,0.6,0.5,0.666666667,1,1,1,0.25,0.666666667,0.5,0.75,0.5,0.25,2276,East Greenland : Malene & S”ne K_itse Andersen,Inuit (E. Greenland),Hauser (1992),Traditional Greenlandic Music,12,Singing game,yellow,-0.097883377,-0.028063346
644,b,,,,,0.5,0.5,ea,e,0,0,0.5,0,fe,0,1,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.5,0.333333333,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.75,0.75,2284,South Greenland : Autdl_rut_,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,13,Duel-song,green,0.032089688,0.116165696
645,a,,,,,0,0.5,e,a,0.5,0.5,0,0,ac,0,0,0,,,,0,0.5,0.5,a,a,,,,1,0.4,0.75,,0.666666667,1,1,0.75,0.333333333,0.25,0.25,0.75,0.5,2305,South Greenland : Therkel Petersen,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,14,Qivittoq-song,green,0.086019469,0.134342398
646,b,,,,,0.5,0.5,e,d,0.5,0,0.5,0,fe,0,0,0,,,,0.5,1,0.5,ab,a,,,,1,0.2,0.75,0.333333333,1,1,1,0.75,0.333333333,0.5,0.5,0.75,0.5,2053,South Greenland : Jakob Dorph,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,15,Qivittoq-song,green,0.093319962,0.043459648
647,bd,a,c,a,0,0.5,0.5,e,d,0.5,0.5,0,0,c,0,0.5,0,,,,0.5,0,0,a,a,,,,1,0.4,0.75,0.333333333,0.333333333,1,1,0.5,0.333333333,0.5,0.5,0.5,0.5,2311,South Greenland : Karen Hansen,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,16,Mournful song,yellow,-0.05988986,0.063489923
648,ab,,,,,0,0.5,e,e,1,0,0.5,0.5,ad,0.5,0.5,0,,,,0.5,0.5,0.5,a,a,,,,1,0.4,1,0.333333333,0.666666667,1,1,0.5,0,0.5,0.5,0.75,0.75,2202,South Greenland : Juliane Mouritzen,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,17,Qivittoq-song,green,0.109787006,0.05015526
649,b,,,,,0.5,0.5,e,e,0.5,0,0.5,0.5,eb,0,0,0,,,,0.5,0.5,0,a,a,,,,0.75,0.4,0.5,0.666666667,0.666666667,1,1,0.25,0,0.25,0.5,0.5,0.25,2061,South Greenland : Juliane Mouritzen,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,18,Mournful song,green,0.037425076,0.007258706
650,db,a,c,a,0,1,0.5,e,e,0,0,0.5,0,cf,0,0,0,,,,0.5,0,0,a,a,,,,1,0.2,0.75,0.666666667,0.666666667,1,1,0.5,0.333333333,0.25,0.25,0.75,0.5,2306,South Greenland : Juliane Mouritzen,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,19,Qivittoq-song,yellow,-0.095738903,0.044854219
651,d,a,c,a,0,1,0.5,e,e,0.5,0,0.5,0.5,ef,0,0,0,,,,0.5,0,0,a,a,,,,1,0.4,0.75,0.666666667,1,1,1,0.25,0.333333333,0.5,0.5,0.5,0.25,2108,South Greenland : Elisabeth Tittusen,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,20,Teasing-song,yellow,-0.089992364,-0.052811115
652,b,,,,,0.5,0,e,e,0.5,0,0.5,0,ae,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,1,0.4,0.5,0.333333333,1,1,1,0.5,0.333333333,0.5,0.5,0.5,0.5,2310,South Greenland : Henrik Lund,Inuit (S. Greenland),Hauser (1992),Traditional Greenlandic Music,21,Ukuarlivarisaa,green,0.024049862,0.086307786
653,b,,,,,0.5,0,e,d,0.5,0.5,0.5,0,fc,0,0.5,0,,,,1,0.5,0,a,a,,,,1,0.4,0.75,0.666666667,1,1,1,0.5,0.333333333,0.5,0.5,0.5,0.25,2170,Central West Greenland : Judithe Barcellaisen,Inuit (W. Greenland),Hauser (1992),Traditional Greenlandic Music,22,Epic lyric song,yellow,-0.011209687,0.070976231
654,a,,,,,0,0.5,e,d,0.5,0.5,0,0,ec,0,0.5,0,,,,0,0.5,0.5,a,a,,,,0.75,0.6,0.75,,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.75,0.5,2317,Uummannaq-Upernavik : Kanape,Inuit (W. Greenland),Hauser (1992),Traditional Greenlandic Music,23,Entertaining song,green,0.092270942,0.110280195
